,Ki,P1_init,P2_init,P3_init,P4_init,P5_init,k1,k2,k3,k4,k6,k7,k8_FA,k8_FA_coA,k9,k10,k11,k12,k13,k14,k19,k20,k21,k22,k23,Tox_coA,unreg,reg
903,1.71E-001,4.70E+003,8.07E+001,3.24E+001,1.15E+002,4.60E+001,1.43E+002,1.27E-003,6.03E-003,1.54E+002,1.51E+000,1.57E-001,3.49E-007,5.29E-009,1.70E+001,3.60E-002,3.99E+001,7.20E-002,7.18E+001,3.64E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.26E+006,2.51E+005,2.91E+005
904,7.04E-002,1.81E+004,1.71E+001,1.24E+001,1.76E+002,6.20E+001,1.10E+002,5.26E-003,3.25E-003,5.18E+002,1.57E-002,1.23E-001,7.00E-006,5.79E-009,2.30E+001,8.58E-002,5.18E+000,6.15E-002,3.33E+001,2.56E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.25E+007,1.69E+005,1.02E+005
905,1.19E-001,7.98E+003,1.47E+002,1.39E+002,4.75E+001,1.85E+002,2.00E+002,1.87E-003,4.33E-003,4.25E+002,3.83E-001,1.81E-001,3.64E-007,5.20E-009,2.77E+001,1.24E-001,2.31E+000,2.58E-002,8.26E+001,1.22E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.42E+005,5.92E+005,6.19E+005
906,1.61E-001,1.64E+003,8.25E+001,1.20E+002,1.69E+001,3.69E+001,6.82E+000,2.50E-003,6.48E-003,3.54E+002,3.69E-001,8.69E-001,1.65E-006,1.60E-011,3.66E+001,9.94E-002,1.29E+000,1.16E-001,5.81E+001,6.21E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.93E+006,6.39E+004,6.62E+004
907,3.37E-002,1.56E+004,1.34E+002,1.47E+002,1.52E+002,9.17E+001,1.62E+002,5.42E-003,5.19E-003,7.12E+002,1.06E-001,1.20E+000,8.78E-006,7.33E-009,2.19E+001,5.13E-002,6.88E+001,8.26E-002,1.86E+001,1.23E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.70E+007,2.82E+002,3.14E-001
908,8.86E-002,1.63E+004,1.76E+002,1.43E+002,5.15E+001,1.52E+002,3.87E+001,6.43E-004,3.49E-003,1.42E+002,7.81E-001,2.60E-001,2.58E-006,3.55E-009,2.83E+001,6.93E-002,4.34E+000,1.17E-002,1.71E+001,6.34E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.58E+006,1.41E+005,2.00E+004
909,1.14E-001,1.54E+004,6.27E+001,6.22E+001,6.76E+001,3.55E+000,9.82E+001,2.21E-003,9.14E-004,8.95E+002,1.24E+000,9.48E-001,5.66E-006,5.18E-009,2.86E+000,8.65E-002,5.00E+000,2.66E-002,1.98E+001,5.26E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.96E+006,5.71E+003,3.55E+004
910,8.86E-002,7.79E+003,1.82E+002,4.17E+001,5.94E+001,1.87E+002,1.50E+002,3.16E-003,4.29E-003,5.12E+002,1.54E-001,5.96E-001,8.71E-006,2.46E-009,7.51E-001,5.60E-003,6.84E+001,8.28E-002,5.86E+001,1.78E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.74E+005,3.31E+005,4.30E+005
911,8.11E-002,1.52E+004,1.44E+002,1.21E+002,6.95E+001,5.19E+001,6.11E+001,1.50E-003,4.61E-003,5.64E+002,1.66E+000,1.47E+000,6.92E-006,5.83E-009,9.23E+000,4.86E-003,8.75E+001,1.09E-001,9.87E+000,8.53E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.56E+006,2.04E+005,3.26E+001
912,1.03E-002,5.75E+003,9.44E+001,1.64E+002,1.02E+002,1.08E+002,9.85E+001,2.56E-003,5.12E-003,5.51E+002,5.75E-001,1.06E+000,8.75E-006,7.50E-009,3.31E+001,2.98E-003,4.14E+001,1.29E-001,1.81E+000,8.62E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.91E+007,2.86E+001,5.17E-003
913,1.65E-001,1.90E+004,1.89E+000,1.50E+002,1.47E+002,4.47E+000,1.66E+002,3.52E-004,1.45E-003,5.36E+002,1.40E+000,5.38E-003,5.53E-006,8.36E-009,3.21E+001,5.25E-003,1.62E+001,7.20E-002,3.21E+001,2.36E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.25E+007,2.21E+005,5.40E+002
914,9.61E-002,1.12E+004,3.06E+001,3.68E+001,8.95E+001,6.50E+001,7.26E+001,1.77E-003,3.10E-003,4.56E+002,1.09E+000,1.63E+000,6.66E-006,2.18E-009,3.01E+001,1.26E-001,6.72E+001,4.55E-003,1.59E+001,1.73E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.18E+007,1.94E+005,1.63E+004
915,1.40E-001,1.02E+004,3.41E+001,4.01E+001,1.69E+002,5.20E+001,1.49E+002,5.99E-003,6.53E-003,3.03E+002,9.96E-001,1.20E+000,3.48E-006,1.74E-009,8.48E+000,7.61E-002,3.64E+001,8.25E-002,3.84E+001,8.28E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.93E+007,1.31E+005,1.01E+004
916,1.59E-001,1.68E+004,1.62E+002,9.99E+000,1.80E+002,1.91E+002,6.92E+001,5.80E-003,5.48E-003,9.76E+002,1.74E+000,4.30E-001,8.39E-007,2.39E-011,3.03E+001,2.77E-002,2.07E+001,1.14E-001,2.05E+000,7.06E-004,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.48E+006,1.26E+005,1.30E+005
917,1.08E-001,1.38E+004,1.50E+002,5.04E+001,4.85E+000,6.62E+001,1.36E+002,3.81E-003,3.15E-003,6.26E+001,9.75E-001,3.78E-001,4.14E-006,4.79E-009,2.62E+001,9.27E-002,3.35E+001,4.41E-002,8.20E+001,8.41E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.03E+007,1.91E+001,3.31E+000
918,3.04E-002,2.83E+003,9.56E+001,8.46E+001,1.31E+002,5.52E+001,7.80E+001,3.96E-003,1.67E-003,5.70E+002,1.75E+000,1.43E+000,5.32E-006,1.96E-009,5.97E+000,7.89E-004,2.97E+001,2.10E-002,1.87E+001,1.08E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.97E+006,9.10E+003,1.84E-001
919,9.22E-002,3.13E+002,2.39E+001,3.74E+001,4.50E+001,1.50E+002,1.32E+002,2.01E-003,3.24E-003,6.02E+002,1.21E+000,9.69E-001,5.00E-006,2.22E-009,2.97E+001,6.25E-002,5.56E+001,4.46E-002,7.58E+001,4.16E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.28E+007,1.47E+005,1.64E+005
920,1.64E-001,1.65E+004,1.52E+002,1.38E+002,1.96E+002,1.01E+002,7.25E+001,2.12E-003,3.65E-003,2.82E+002,1.99E-001,6.93E-001,5.10E-006,4.87E-009,1.27E+001,5.74E-002,2.77E+001,1.20E-002,2.04E+001,3.63E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.20E+007,2.73E+005,8.82E+002
921,2.59E-002,1.73E+004,4.78E+001,1.41E+002,1.78E+002,1.35E+002,1.89E+002,5.30E-003,5.81E-003,5.21E+002,1.75E+000,1.36E+000,3.52E-006,5.32E-009,8.71E+000,6.99E-004,7.98E+000,8.22E-002,3.48E+001,7.64E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.10E+007,2.99E+003,1.01E+000
922,7.62E-003,2.13E+002,1.41E+002,1.42E+002,2.00E+002,9.58E+001,5.97E+001,1.55E-003,2.43E-003,7.89E+000,1.52E+000,1.04E+000,1.01E-006,3.88E-009,3.65E+001,3.81E-002,7.08E+001,2.23E-003,6.67E+001,3.03E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.20E+007,6.95E-002,7.59E-004
923,7.72E-002,5.70E+003,6.66E+001,2.68E+001,4.73E+001,4.55E+000,2.94E+001,2.26E-003,2.71E-004,8.93E+002,3.26E-001,1.72E+000,1.86E-006,1.49E-009,1.19E+001,1.23E-001,5.42E+001,8.34E-002,7.95E+001,3.72E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.22E+007,3.21E+002,1.61E+002
924,1.62E-001,1.38E+004,4.56E+001,1.46E+002,9.11E+001,4.60E+001,1.99E+002,9.64E-004,5.63E-003,8.16E+002,4.51E-001,1.04E+000,6.54E-006,6.25E-010,6.12E+000,1.57E-002,7.23E+001,1.75E-002,2.50E+001,1.20E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.58E+006,8.81E+005,8.87E+005
925,2.29E-002,1.40E+004,5.54E+001,1.67E+002,7.72E+001,1.18E+002,1.37E+001,4.70E-003,1.40E-003,9.87E+002,5.01E-001,1.54E+000,8.52E-006,1.14E-009,3.05E+001,1.66E-002,4.32E+001,2.94E-002,9.22E+001,4.27E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.38E+007,3.56E+003,1.49E+000
926,6.27E-002,1.73E+004,8.56E+001,1.04E+002,4.27E+001,1.04E+002,3.15E+001,5.61E-003,4.04E-003,3.72E+002,3.53E-001,8.81E-001,4.76E-006,2.92E-010,8.30E-001,1.25E-001,3.94E+000,7.56E-002,6.40E+001,9.81E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.98E+006,6.36E+004,7.34E+004
927,5.65E-003,1.86E+004,3.87E+001,1.35E+002,1.54E+002,1.90E+002,1.90E+002,5.61E-004,5.15E-003,8.16E+002,1.07E+000,4.74E-001,8.26E-006,4.43E-010,2.10E+001,1.08E-001,5.53E+001,7.76E-002,4.52E+001,3.56E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.04E+006,5.03E+003,2.13E+003
928,8.55E-004,1.73E+004,5.33E+001,9.51E+001,9.90E+001,1.54E+002,6.80E+001,2.03E-003,1.75E-003,6.45E+001,9.42E-001,1.40E+000,5.92E-006,4.87E-009,4.17E+000,7.28E-002,7.33E+001,2.73E-002,9.04E+001,6.20E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.45E+005,3.06E+000,3.61E-001
929,1.25E-001,2.65E+003,6.82E+001,1.05E+002,1.93E+002,3.98E+001,1.87E+002,5.87E-004,3.53E-003,3.87E+002,1.07E+000,5.60E-001,5.77E-006,5.92E-009,3.64E+001,9.79E-002,2.61E+001,4.29E-002,1.32E+001,8.74E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.34E+007,3.61E+005,1.28E+005
930,1.47E-001,1.43E+004,1.48E+002,1.59E+002,7.82E+000,1.74E+002,8.63E+001,1.99E-003,9.82E-004,6.25E+002,1.39E-001,1.02E+000,7.37E-006,3.25E-009,1.65E+001,3.65E-002,4.85E+001,8.46E-002,2.88E+001,9.04E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.74E+007,1.34E+003,3.09E+000
931,6.17E-002,1.26E+004,5.91E+001,3.90E+001,1.23E+002,1.71E+002,1.89E+002,1.04E-003,3.28E-003,1.47E+002,1.41E+000,6.77E-001,6.89E-006,6.88E-009,2.74E+001,5.43E-002,6.90E+001,4.10E-002,2.08E+001,8.56E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.03E+005,6.37E+005,6.17E+005
932,1.48E-001,7.84E+003,6.55E+001,7.68E+001,1.88E+002,1.10E+002,1.66E+002,7.67E-004,4.90E-003,7.12E+002,8.52E-002,1.25E+000,4.51E-006,5.27E-009,3.44E+001,1.13E-001,4.24E+001,4.02E-002,4.01E+001,9.25E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.61E+006,3.52E+005,3.50E+005
933,8.28E-002,1.93E+003,2.84E+001,4.43E+001,8.87E+001,6.73E+001,1.40E+002,2.77E-003,4.41E-004,8.96E+000,8.99E-001,7.94E-001,8.41E-006,8.44E-009,3.03E+001,2.09E-002,6.96E+001,9.93E-002,5.99E+001,3.47E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.10E+007,6.63E-001,1.06E-001
934,1.11E-001,6.23E+003,4.86E+001,1.09E+002,1.76E-001,5.37E+001,7.80E+000,3.84E-003,4.67E-003,2.15E+002,1.57E+000,6.55E-001,6.55E-008,3.33E-009,2.24E+001,1.21E-003,6.89E+001,2.31E-002,6.34E+001,1.25E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.01E+006,5.37E+004,2.08E+000
935,1.08E-001,2.91E+003,1.41E+002,1.39E+002,1.87E+002,4.25E+001,3.55E+001,6.00E-003,1.37E-003,5.82E+002,1.37E+000,1.10E+000,1.03E-006,4.19E-009,2.30E+001,1.06E-001,1.25E+000,7.64E-002,3.99E+001,2.89E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.58E+007,1.83E+003,1.66E+003
936,1.23E-001,8.47E+003,9.01E+001,5.53E+001,8.84E+001,7.17E+001,2.81E+001,2.94E-003,4.83E-003,7.91E+002,4.39E-001,8.53E-002,6.99E-006,3.02E-009,2.10E+000,8.03E-002,7.59E+001,6.90E-002,2.96E+001,3.59E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.89E+007,8.37E+004,8.26E+004
937,1.15E-001,9.75E+003,7.49E+001,2.81E+001,1.76E+001,1.11E+002,6.80E+001,2.38E-003,1.04E-003,3.39E+001,1.75E+000,2.49E-001,2.80E-006,1.26E-009,2.13E+001,1.02E-001,1.49E+001,7.07E-002,6.37E+001,1.07E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.95E+006,3.82E+001,1.07E+001
938,1.38E-001,1.66E+004,5.56E+001,1.77E+002,3.25E+001,8.92E+001,1.54E+002,5.21E-003,3.32E-004,5.42E+002,5.86E-001,1.42E-001,1.13E-006,6.22E-009,3.18E-001,3.35E-002,9.90E+000,8.24E-002,6.20E+001,7.71E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.28E+006,8.87E+002,1.83E+002
939,7.37E-002,3.92E+003,1.13E+001,2.42E+001,1.17E+002,1.21E+001,1.33E+002,4.38E-003,2.69E-003,5.73E+002,1.51E+000,1.71E+000,1.00E-006,2.71E-009,1.08E+001,4.32E-002,6.91E+001,6.41E-003,1.48E+001,1.26E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.60E+007,5.47E+003,9.55E-001
940,1.09E-001,9.19E+003,1.88E+002,1.02E+002,8.70E+000,1.04E+002,1.72E+002,5.63E-005,4.94E-003,4.30E+002,1.16E+000,1.78E+000,8.23E-006,7.44E-009,2.62E+000,1.30E-001,8.38E+000,1.28E-001,2.55E+001,1.02E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.04E+006,4.24E+005,2.04E+005
941,9.18E-002,1.83E+004,1.11E+002,5.00E+001,1.77E+001,2.71E+001,2.76E+001,4.49E-003,6.12E-003,8.65E+002,7.19E-001,7.50E-001,1.99E-007,5.62E-009,2.55E+000,1.02E-001,2.32E+001,1.07E-001,7.98E+001,2.26E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.59E+007,1.16E+005,1.24E+005
942,5.58E-002,5.35E+003,9.80E+001,1.01E+002,6.60E+001,1.52E+002,1.96E+002,2.43E-003,4.98E-003,8.26E+002,1.08E+000,2.81E-001,7.30E-006,6.03E-009,2.06E+001,8.20E-002,8.76E+001,2.88E-002,2.87E+001,8.37E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.56E+007,6.08E+004,3.12E+001
943,1.61E-001,1.72E+004,1.77E+002,2.91E+001,1.31E+002,8.32E+001,1.45E+002,9.38E-004,2.84E-003,3.42E+002,1.55E-001,1.10E+000,3.56E-006,7.35E-009,2.37E+001,7.66E-002,6.63E+001,8.95E-002,7.41E+001,7.85E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.96E+006,1.03E+006,1.13E+006
944,4.65E-002,1.27E+004,1.79E+001,8.05E+001,1.71E+002,1.54E+002,8.39E+001,7.54E-005,2.07E-003,6.63E+002,1.66E+000,1.83E-001,4.94E-007,3.75E-009,8.65E+000,3.69E-002,3.95E+001,1.00E-001,1.94E+001,7.82E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.34E+006,6.55E+003,7.71E+003
945,3.31E-002,1.71E+004,4.65E+001,1.55E+002,4.76E+001,9.09E+001,1.40E+002,3.50E-003,3.12E-004,2.85E+002,1.33E+000,7.42E-001,1.80E-006,4.19E-009,1.14E+001,3.08E-002,4.84E+001,4.21E-002,5.02E+001,3.25E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.86E+005,1.92E+003,1.44E+002
946,1.69E-001,1.67E+003,1.35E+002,5.36E+001,3.43E+001,1.58E+002,1.85E+002,3.41E-003,1.83E-005,4.05E+002,1.47E+000,1.13E+000,2.61E-006,1.66E-009,2.76E+001,6.77E-003,8.10E+001,7.41E-002,7.15E+001,7.70E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.20E+007,1.56E+000,5.15E-002
947,4.03E-002,1.24E+004,1.36E+002,7.93E+001,1.81E+002,9.82E+001,1.42E+001,3.59E-003,6.91E-004,8.83E+002,3.41E-002,5.29E-001,4.68E-006,1.04E-009,1.21E+001,1.29E-001,2.03E+001,2.97E-002,6.28E+001,3.01E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.46E+006,1.41E+004,1.04E+004
948,1.53E-001,5.91E+002,1.50E+002,9.51E+001,1.24E+002,6.95E+001,1.58E+002,4.26E-003,6.36E-003,6.15E+002,1.09E+000,3.99E-001,3.45E-006,4.24E-009,8.86E+000,2.67E-002,5.36E+001,1.06E-001,8.18E+001,8.46E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.93E+007,1.40E+005,1.71E+005
949,3.27E-002,1.25E+003,4.23E+000,7.81E+001,6.08E+001,7.62E+001,1.23E+001,1.99E-003,1.63E-003,5.34E+002,1.10E+000,2.24E-001,9.06E-007,3.38E-009,2.90E+001,1.04E-001,5.64E+001,8.18E-003,6.55E+001,5.94E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.45E+006,1.14E+004,1.99E+003
950,1.46E-001,1.75E+004,1.37E+002,1.23E+002,1.13E+002,1.03E+002,1.39E+002,2.47E-003,5.27E-003,9.90E+002,4.20E-001,3.43E-001,2.57E-006,9.20E-009,2.23E+001,6.98E-002,7.56E+001,1.23E-001,4.87E+001,9.49E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.69E+006,3.65E+005,3.57E+005
951,4.94E-002,1.97E+004,1.91E+002,1.43E+002,1.52E+002,7.70E+001,1.76E+001,1.22E-003,1.63E-003,3.32E+002,1.73E+000,1.98E-001,8.44E-006,8.81E-009,1.45E+000,7.68E-002,5.87E+001,1.63E-002,5.28E+001,9.81E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.20E+007,1.83E+004,2.30E+002
952,7.48E-003,3.83E+003,1.34E+002,2.64E+001,1.40E+002,7.75E+001,7.88E+001,4.04E-003,6.61E-003,2.81E+002,2.85E-001,8.49E-001,4.36E-006,6.86E-009,3.50E+001,2.32E-003,6.16E+001,2.76E-002,5.99E+001,8.77E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.33E+007,4.19E+001,5.19E-003
953,7.11E-002,2.00E+004,1.99E+002,1.03E+002,1.39E+002,1.08E+002,1.49E+002,6.27E-004,1.87E-003,9.70E+002,1.76E+000,8.39E-001,6.76E-006,9.02E-009,2.04E+001,6.87E-002,2.39E+001,1.07E-003,4.95E+001,7.11E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.26E+007,9.22E+004,3.04E+000
954,5.03E-002,1.82E+004,1.51E+002,5.49E+001,1.55E+002,5.14E+001,2.37E+001,5.80E-003,3.18E-003,6.10E+002,1.42E+000,1.27E+000,7.60E-006,3.30E-009,3.70E+001,1.10E-001,8.25E+001,4.96E-002,4.29E+001,9.68E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.24E+007,4.66E+004,3.31E+002
955,9.81E-003,1.68E+004,4.38E+001,1.58E+002,4.99E-002,8.69E+001,1.82E+002,5.78E-003,1.40E-003,1.23E+002,1.56E+000,1.11E+000,8.69E-006,4.43E-009,2.28E+001,1.06E-001,4.93E+001,1.21E-002,7.16E+001,3.24E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.08E+006,8.05E-001,7.76E-002
956,4.79E-002,1.81E+004,1.56E+002,3.08E+001,9.47E-001,7.43E+001,1.49E+001,4.13E-003,3.87E-004,9.27E+002,6.95E-001,1.32E+000,1.65E-006,5.89E-009,2.78E+001,3.65E-002,1.77E+001,3.05E-002,8.56E+001,4.77E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.51E+007,1.99E+002,2.48E+000
957,1.37E-001,1.14E+004,4.59E+001,8.91E+001,1.71E+001,1.20E+002,1.28E+002,1.32E-003,4.44E-003,5.64E+001,1.21E+000,1.52E+000,8.82E-006,8.32E-010,4.01E+000,5.61E-002,4.05E+000,1.11E-001,3.30E+001,1.30E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.28E+004,6.81E+004,3.85E+004
958,1.50E-001,5.27E+003,9.39E+001,1.44E+002,6.34E+001,1.84E+002,1.76E+002,5.23E-003,3.45E-003,6.90E+002,1.35E+000,8.94E-001,6.62E-006,8.81E-009,2.06E+001,1.12E-001,8.30E+001,4.77E-002,5.02E+001,1.07E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.13E+007,1.77E+005,2.36E+003
959,1.63E-001,5.46E+002,1.82E+002,4.35E+001,6.31E+001,8.00E+001,9.02E+001,1.88E-003,4.01E-003,1.13E+002,6.13E-001,1.54E+000,6.94E-006,2.77E-009,1.20E+001,1.21E-001,8.17E+001,1.70E-002,8.66E+001,1.25E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.26E+007,6.07E+003,2.43E+001
960,1.32E-001,4.51E+003,2.33E+001,1.34E+001,1.87E+002,1.34E+002,8.11E+001,5.45E-003,3.57E-003,6.71E+002,6.22E-002,1.26E-002,7.18E-006,6.93E-009,3.28E+001,6.71E-002,9.82E+000,2.73E-002,1.31E+001,1.46E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.29E+007,1.35E+005,1.40E+005
961,2.76E-002,1.61E+004,2.92E+001,1.61E+002,3.73E+000,1.60E+002,1.64E+001,1.49E-003,4.94E-003,2.06E+002,7.64E-001,1.20E+000,1.62E-006,4.93E-009,8.68E+000,8.86E-002,2.30E+001,4.53E-002,3.17E+001,2.79E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.16E+006,1.86E+004,1.95E+004
962,1.03E-002,1.69E+004,1.07E+002,5.38E+001,2.38E+001,5.55E+001,1.78E+002,3.99E-003,3.15E-003,9.65E+001,8.07E-001,1.79E+000,3.81E-006,6.60E-009,1.87E+001,4.18E-002,5.26E+001,3.93E-003,1.78E+001,4.36E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.56E+007,2.93E-001,1.68E-003
963,6.17E-002,1.90E+004,3.40E-001,1.35E+002,1.90E+002,6.17E+001,9.24E+001,5.08E-003,2.08E-004,7.83E+002,1.52E+000,1.23E+000,4.37E-006,9.18E-009,1.86E+001,6.09E-002,1.05E+001,9.38E-002,1.69E+001,3.99E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.71E+007,1.18E+001,2.99E+000
964,1.69E-001,1.30E+004,1.12E+002,1.08E+002,1.17E+002,1.16E+002,1.09E+002,1.31E-003,9.99E-004,9.46E+001,1.53E+000,1.50E-001,5.76E-007,5.78E-009,1.42E+001,4.37E-002,4.97E+001,4.83E-002,4.78E+001,9.38E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.23E+007,2.67E+002,1.19E+001
965,6.29E-002,1.15E+004,3.84E+001,7.24E+001,8.13E+001,1.51E+002,1.74E+002,3.93E-003,1.14E-003,6.34E+002,9.31E-001,1.70E+000,2.92E-006,1.58E-009,4.74E+000,7.14E-003,4.92E+001,9.38E-002,5.20E+001,7.56E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.26E+007,1.37E+003,2.89E+000
966,1.10E-002,1.04E+004,4.30E+001,1.97E+002,1.80E+002,1.53E+002,1.89E+002,3.39E-004,1.77E-003,3.02E+002,5.32E-001,1.45E+000,8.45E-006,7.14E-009,2.65E+001,4.09E-002,7.40E+001,3.23E-002,2.14E+001,8.29E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.89E+006,9.54E+002,1.18E+000
967,1.33E-001,1.74E+004,8.83E+001,1.26E+002,4.45E+001,1.09E+002,1.35E+002,1.08E-003,1.81E-003,3.26E+002,3.94E-001,1.82E+000,7.51E-006,1.16E-009,1.27E+001,8.18E-002,7.23E+001,1.15E-001,2.78E+001,9.40E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.70E+006,9.49E+004,4.47E+003
968,6.16E-002,1.46E+004,8.78E+001,1.22E+002,6.16E+000,2.01E+001,5.25E+001,4.24E-003,2.72E-003,2.30E+002,5.69E-001,1.20E-001,9.53E-007,3.01E-010,2.43E+001,9.12E-002,8.44E+000,1.21E-001,3.40E+001,3.43E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.55E+007,1.49E+001,6.19E+000
969,4.48E-002,4.17E+003,5.93E+001,5.80E+001,1.42E+002,1.61E+002,7.37E+001,4.43E-003,5.15E-003,4.66E+002,1.80E+000,7.24E-001,1.30E-006,3.24E-009,1.23E+001,6.47E-002,5.64E+001,3.50E-002,7.72E+001,5.64E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.00E+006,6.84E+004,5.54E+004
970,1.14E-001,1.63E+003,1.87E+002,3.98E+001,4.45E+001,6.36E+001,1.77E+002,5.48E-003,6.40E-003,9.41E+002,8.58E-001,9.73E-001,6.34E-006,8.58E-009,1.31E+001,8.06E-003,5.99E+001,1.22E-001,2.30E+001,7.42E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.43E+006,5.88E+005,8.42E+001
971,1.32E-001,8.56E+003,1.96E+001,4.63E+001,1.50E+002,1.70E+002,1.99E+002,2.44E-003,2.87E-003,9.21E+002,1.74E+000,2.93E-001,8.20E-006,8.89E-009,2.51E+001,1.19E-001,2.97E+001,1.51E-002,5.96E+001,8.31E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.49E+006,2.17E+005,2.19E+005
972,8.31E-002,1.44E+004,7.11E+001,1.88E+002,8.41E+001,1.28E+002,1.35E+002,1.47E-003,2.56E-003,1.82E+002,1.43E+000,1.44E+000,4.65E-006,8.61E-009,2.85E+001,7.78E-002,7.55E+001,1.21E-001,6.80E+001,1.93E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.96E+006,4.04E+003,4.42E+003
