,Ki,P1_init,P2_init,P3_init,P4_init,P5_init,k1,k2,k3,k4,k6,k7,k8_FA,k8_FA_coA,k9,k10,k11,k12,k13,k14,k19,k20,k21,k22,k23,Tox_coA,unreg,reg
1512,1.41E-001,1.94E+004,1.00E+002,1.65E+002,1.23E+002,8.23E+001,5.29E+001,4.08E-003,4.98E-003,4.60E+002,3.50E-001,6.55E-001,2.65E-006,6.50E-009,1.90E+001,6.31E-002,5.19E+001,9.36E-002,2.84E+001,1.04E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.66E+007,1.56E+005,1.61E+003
1513,9.59E-002,1.11E+004,8.33E+001,2.32E+001,1.18E+002,1.87E+002,5.56E+001,1.65E-003,2.64E-003,2.49E+002,8.26E-001,1.72E+000,7.09E-006,7.09E-009,3.10E+001,9.70E-002,8.61E+001,1.05E-001,7.59E-001,3.40E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.52E+007,1.12E+005,3.13E+004
1514,1.65E-002,3.74E+003,1.11E+002,1.21E+001,4.22E+001,7.40E+001,2.80E+001,3.16E-003,5.89E-003,4.65E+000,4.00E-001,6.28E-001,5.08E-006,1.83E-009,1.84E+001,5.43E-002,8.66E+001,5.82E-002,5.50E+001,1.26E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.50E+005,1.46E+002,1.72E+002
1515,1.23E-001,1.51E+003,8.39E+000,2.05E+001,1.90E+002,1.29E+000,1.52E+002,3.98E-003,1.80E-003,9.90E+002,1.71E+000,1.43E+000,1.26E-006,2.68E-010,3.64E+001,1.12E-002,6.70E+001,5.86E-002,3.08E+001,1.13E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.66E+006,6.37E+005,8.76E+001
1516,1.37E-001,1.25E+004,1.35E+002,1.52E+002,1.17E+002,6.16E+001,7.42E+001,3.15E-003,4.72E-003,2.12E+002,5.15E-001,1.03E+000,1.88E-006,3.53E-009,3.20E+000,1.03E-001,8.21E+001,4.60E-002,2.85E+000,1.19E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.06E+007,1.94E+004,8.78E+003
1517,4.18E-002,1.82E+003,1.90E+002,1.44E+002,7.18E+001,9.98E+001,1.86E+002,4.47E-003,6.77E-003,4.66E+002,9.14E-001,8.13E-001,8.64E-006,3.96E-009,1.35E+001,2.62E-002,7.17E+001,5.36E-002,8.42E+001,5.36E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.10E+007,3.50E+002,4.34E+000
1518,4.92E-002,1.67E+004,1.04E+002,1.94E+002,2.26E+001,7.21E+001,2.32E+001,2.05E-003,5.84E-003,2.67E+002,1.06E+000,8.40E-001,9.11E-006,8.29E-010,8.43E-002,1.23E-001,8.41E+001,3.02E-002,3.47E+001,2.29E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.07E+005,8.74E+004,8.70E+004
1519,1.64E-001,1.29E+004,1.77E+002,8.38E+001,8.69E+001,7.52E+001,1.53E+002,4.29E-003,6.85E-003,2.27E+002,1.03E+000,3.46E-001,4.56E-006,5.84E-009,1.66E+001,3.87E-002,8.90E+000,1.52E-002,4.30E+001,3.29E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.52E+006,1.15E+005,4.12E+003
1520,1.02E-001,1.24E+003,1.78E+002,3.58E+000,1.69E+000,8.29E+000,1.03E+002,1.96E-003,1.61E-003,8.01E+002,5.20E-001,1.74E+000,8.62E-007,5.89E-009,3.06E+001,7.93E-002,1.45E+001,2.97E-002,8.71E+001,3.74E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.60E+006,2.36E+005,2.97E+004
1521,9.62E-002,9.97E+003,1.87E+001,1.41E+002,1.81E+002,1.77E+002,1.16E+002,2.38E-004,7.54E-004,2.27E+002,1.82E+000,2.43E-001,1.58E-006,6.86E-009,3.14E+001,8.58E-002,3.32E+001,4.35E-002,6.50E+001,1.24E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.42E+007,4.94E+004,2.51E+004
1522,1.47E-001,1.57E+004,8.85E+000,1.58E+002,7.59E+001,3.04E+001,7.49E+001,1.63E-003,6.59E-003,1.30E+001,2.79E-001,9.18E-001,2.09E-006,5.12E-009,2.19E+001,8.11E-002,2.96E+001,3.22E-002,3.23E+001,9.18E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.01E+006,9.93E+001,5.51E+000
1523,4.57E-002,1.31E+004,1.73E+002,5.82E+000,1.70E+002,1.68E+001,1.63E+002,7.43E-004,6.80E-003,9.25E+002,8.12E-001,1.51E+000,9.04E-008,3.03E-009,2.41E+001,1.10E-001,7.53E+001,2.82E-002,1.06E+001,8.79E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,5.27E+006,5.39E+005,4.28E+005
1524,1.39E-001,1.25E+004,1.85E+002,1.60E+002,3.54E+001,1.68E+002,1.72E+002,3.82E-003,5.08E-003,4.76E+002,2.23E-001,1.10E-001,9.17E-006,6.06E-009,2.01E+001,6.85E-003,6.42E+001,1.24E-001,4.05E+001,1.28E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.12E+007,4.30E+004,2.71E+000
1525,1.64E-002,1.41E+004,1.18E+002,1.80E+002,1.20E+002,1.42E+002,1.20E+002,5.78E-004,3.93E-003,2.33E+002,1.51E+000,1.34E+000,5.95E-007,6.60E-009,2.81E+001,4.49E-002,8.75E+000,3.77E-002,3.41E+001,2.33E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.43E+007,2.41E+002,2.18E+001
1526,3.57E-002,1.52E+004,1.31E+002,4.75E+001,1.32E+002,4.85E+001,5.95E+001,5.01E-003,1.54E-003,8.34E+002,1.59E+000,2.04E-001,6.14E-006,5.84E-009,3.36E+001,5.71E-002,8.58E+001,4.83E-002,4.56E+000,2.25E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.12E+007,1.44E+003,9.30E+000
1527,6.79E-002,5.65E+002,2.34E+001,1.56E+002,9.02E+001,1.17E+002,1.02E+002,6.96E-004,6.41E-003,2.04E+001,1.75E-002,2.03E-001,4.65E-006,4.17E-009,7.99E+000,1.66E-003,4.68E+001,7.49E-002,8.40E+001,1.24E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.35E+006,7.98E+003,1.42E+000
1528,3.37E-002,1.59E+004,1.75E+002,6.16E+001,5.14E+001,1.57E+002,1.13E+002,4.25E-003,8.52E-005,8.85E+002,4.53E-002,8.27E-001,1.15E-006,5.14E-009,3.27E+001,1.20E-001,2.14E+001,1.05E-002,1.25E+001,1.03E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.86E+006,1.83E+000,7.26E-003
1529,9.41E-002,1.13E+004,9.44E+001,6.18E+001,1.88E+001,7.24E+001,1.75E+002,5.20E-003,3.02E-003,8.97E+002,9.33E-001,1.71E+000,1.19E-008,8.53E-009,5.75E+000,2.27E-002,4.45E+001,1.13E-001,8.20E+001,2.97E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.66E+006,1.49E+005,6.92E+003
1530,1.42E-001,3.52E+003,6.41E+001,1.22E+002,4.24E+001,8.83E+001,1.07E+002,4.06E-003,2.52E-003,5.96E+002,8.07E-001,1.22E+000,7.91E-006,4.57E-009,3.56E+001,6.72E-002,5.86E+001,3.29E-002,3.87E+001,4.79E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.05E+007,1.30E+005,2.20E+002
1531,8.15E-002,4.75E+003,9.48E+001,9.85E+001,7.26E+001,1.42E+002,1.68E+002,4.63E-003,5.29E-003,6.69E+002,1.37E+000,6.45E-001,6.19E-006,6.45E-009,1.58E+001,8.28E-002,8.20E+001,4.20E-002,8.67E+001,1.11E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.07E+007,1.50E+005,2.95E+003
1532,7.22E-002,1.14E+003,2.38E+001,5.36E+001,1.65E+002,9.98E+000,8.53E+001,3.73E-003,1.92E-003,5.10E+001,5.48E-001,2.12E-001,9.23E-006,1.95E-009,7.52E+000,5.95E-002,3.34E+001,1.22E-002,4.53E+001,1.17E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.33E+006,4.64E+001,1.46E+000
1533,1.29E-001,7.95E+002,1.27E+002,5.22E+001,1.14E+002,7.45E+001,1.92E+002,4.91E-003,5.21E-003,7.16E+002,8.51E-001,3.63E-001,4.83E-006,2.20E-009,3.54E+001,1.27E-001,5.19E+001,9.97E-003,4.75E+001,4.98E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.74E+006,8.08E+005,5.31E+005
1534,1.98E-003,5.26E+002,6.30E+001,1.02E+002,1.60E+002,1.06E+002,2.00E+000,5.08E-003,5.77E-003,8.06E+002,3.18E-001,1.31E+000,2.89E-006,6.94E-009,2.71E+000,1.30E-001,1.15E-001,3.16E-002,1.28E+001,1.20E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.48E+007,1.34E+002,4.48E+001
1535,1.59E-001,1.07E+004,6.49E+001,1.51E+002,9.64E+001,1.50E+002,1.77E+002,9.50E-004,1.22E-003,8.99E+002,1.81E-001,6.18E-002,7.01E-006,5.19E-009,3.03E+001,2.69E-002,1.49E+001,1.19E-001,4.91E+001,6.08E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.34E+006,2.62E+005,2.68E+005
1536,1.10E-001,5.96E+003,8.63E+001,1.38E+002,1.58E+002,1.18E+002,1.41E+002,1.55E-003,5.66E-003,5.95E+002,7.54E-001,1.52E+000,6.17E-006,8.94E-009,1.92E+001,1.10E-001,3.80E+001,2.50E-002,6.25E+000,7.69E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.70E+006,2.80E+005,1.74E+005
1537,1.05E-001,7.74E+002,1.20E+002,6.20E+001,6.22E+001,1.27E+002,2.28E+001,6.52E-004,4.49E-003,6.08E+002,2.16E-001,5.65E-001,9.09E-006,4.17E-009,2.88E+001,1.24E-001,2.66E+001,7.16E-002,2.51E+001,4.81E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.93E+006,4.89E+004,5.35E+004
1538,7.37E-003,5.07E+003,4.90E+001,1.13E+002,6.69E+000,1.48E+002,1.15E+001,2.69E-003,4.43E-003,7.14E+002,1.34E+000,1.76E+000,5.54E-006,6.32E-009,3.14E+001,2.02E-002,2.48E+001,4.86E-002,3.14E+001,1.05E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.74E+005,2.79E+003,4.18E+003
1539,9.12E-002,1.97E+003,1.72E+002,4.44E+001,5.76E+001,1.88E+002,1.43E+002,5.99E-003,5.72E-003,2.25E+002,1.08E+000,3.19E-001,5.95E-006,3.58E-009,1.77E+001,1.04E-001,1.83E+001,5.86E-002,7.23E+001,5.62E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.03E+007,1.33E+004,2.24E+003
1540,8.65E-002,1.15E+004,1.03E+002,8.55E+000,5.59E+001,1.79E+001,1.49E+002,1.76E-003,6.85E-003,7.00E+001,2.18E-001,1.07E+000,3.46E-006,8.69E-009,2.03E+001,9.43E-002,1.19E+001,4.56E-002,1.67E+001,8.39E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.73E+007,1.23E+002,4.31E+000
1541,7.66E-002,1.92E+004,1.49E+002,1.11E+002,1.43E+002,1.84E+002,1.77E+002,1.28E-003,2.48E-003,8.67E+002,1.51E+000,1.24E+000,9.21E-006,2.36E-009,3.35E+001,1.29E-001,5.38E+001,1.08E-001,2.77E+000,1.27E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.85E+007,6.80E+004,6.14E+003
1542,1.04E-001,9.18E+002,6.22E+001,9.49E+001,4.01E+001,1.48E+002,3.36E+001,5.98E-003,5.94E-003,4.20E+002,5.51E-002,1.63E+000,2.74E-006,7.64E-009,2.06E+000,1.17E-001,3.51E+001,4.96E-002,5.83E+001,1.12E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.92E+006,7.08E+004,3.55E+004
1543,1.07E-001,4.12E+003,5.38E+001,6.07E+001,1.51E+002,1.68E+002,1.94E+000,5.26E-003,8.91E-004,5.05E+002,1.24E-001,1.76E+000,1.57E-006,7.93E-009,2.60E+001,5.78E-002,2.89E+001,5.58E-002,5.04E+001,8.16E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.42E+007,3.24E+003,9.22E+002
1544,1.31E-001,4.60E+003,1.75E+002,3.18E+001,9.75E+001,1.75E+002,1.21E+002,1.78E-003,1.33E-003,1.66E+002,1.78E-001,8.25E-001,9.21E-006,2.26E-009,2.63E+001,3.15E-002,7.09E+001,9.91E-002,8.27E-001,7.47E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.03E+006,9.54E+003,2.72E+000
1545,1.98E-003,9.43E+003,1.33E+002,1.23E+002,1.92E+002,1.32E+002,1.40E+002,2.47E-003,4.04E-003,5.20E+002,1.61E+000,1.00E+000,8.84E-006,1.37E-009,1.32E+001,3.65E-002,3.86E+001,3.54E-002,8.96E+001,8.08E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.87E+007,3.64E-001,1.78E-002
1546,1.60E-001,1.16E+004,1.36E+002,1.57E+002,1.41E+002,2.16E+000,6.29E+001,4.58E-003,2.19E-003,1.42E+002,1.67E+000,5.07E-001,5.35E-006,1.27E-009,2.06E+001,9.94E-002,9.60E+000,9.81E-003,5.80E+001,2.62E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.42E+007,2.96E+001,4.06E+000
1547,8.13E-002,9.42E+003,5.17E+000,9.07E+001,2.00E+002,6.23E+001,1.94E+002,5.05E-003,5.48E-003,4.05E+002,4.63E-001,9.43E-001,6.98E-007,5.55E-009,2.56E+001,1.27E-001,4.44E+001,1.08E-001,4.94E+000,1.81E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.80E+007,2.50E+004,1.18E+004
1548,1.13E-001,1.89E+004,1.27E+002,6.35E+001,1.69E+002,5.39E+001,1.51E+002,4.96E-003,4.17E-003,8.81E+002,1.62E+000,1.30E+000,8.32E-006,4.36E-009,4.10E+000,1.13E-001,2.68E+001,3.74E-002,7.09E+001,9.01E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,9.30E+006,3.84E+005,2.06E+005
1549,7.05E-002,1.08E+004,4.94E+001,8.28E+001,1.75E+002,1.59E+002,4.45E+001,6.69E-004,1.19E-003,6.70E+002,1.81E+000,8.44E-001,7.49E-006,6.86E-009,2.79E+001,9.34E-002,8.39E+001,8.28E-002,8.51E+001,7.63E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.51E+007,2.89E+004,2.83E+004
1550,1.77E-002,1.37E+004,6.18E+001,1.29E+002,1.07E+002,6.06E+001,9.24E+000,3.93E-003,5.07E-003,5.96E+002,1.10E+000,9.36E-001,8.10E-006,3.77E-009,2.20E+001,1.19E-001,8.29E+001,3.63E-002,7.48E+001,1.03E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.79E+006,9.56E+003,9.59E+003
1551,1.14E-001,1.64E+004,2.00E+001,1.71E+002,1.30E+002,1.51E+002,1.28E+002,5.20E-003,4.99E-003,2.72E+002,1.18E+000,4.09E-001,7.05E-006,2.18E-009,3.20E+001,6.48E-002,3.36E+001,8.25E-002,4.38E+001,2.46E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.13E+007,1.39E+005,6.54E+004
1552,4.19E-002,1.95E+004,2.64E+001,6.56E+001,1.03E+002,5.44E+001,4.97E+001,4.67E-003,6.50E-003,9.82E+002,1.02E+000,7.35E-001,4.81E-006,1.34E-009,1.91E+001,4.87E-002,5.32E+001,8.51E-002,5.36E+001,9.27E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.59E+007,5.17E+004,2.86E+004
1553,8.38E-002,1.58E+004,1.85E+002,3.45E+001,2.41E+001,7.23E+001,1.75E+002,3.78E-003,3.04E-003,3.15E+002,1.20E+000,1.64E+000,5.22E-006,5.40E-009,3.33E+001,4.38E-002,7.26E+001,1.21E-002,1.46E+001,1.01E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.28E+007,1.83E+002,5.12E-001
1554,5.09E-002,7.91E+003,1.08E+002,1.42E+002,2.65E+001,1.39E+002,1.31E+002,4.49E-003,2.60E-003,1.84E-001,5.70E-002,1.67E+000,8.87E-006,2.34E-009,2.71E+001,1.20E-001,8.83E+001,1.27E-001,3.77E+001,1.15E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.14E+007,9.30E-003,3.73E-004
1555,2.22E-002,1.21E+004,5.32E+000,1.09E+001,8.54E+000,1.61E+002,1.76E+002,5.16E-003,5.28E-003,3.15E+002,6.21E-002,2.81E-002,9.83E-007,8.82E-009,3.56E+001,1.15E-001,3.99E+001,7.37E-002,3.84E+001,1.07E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.12E+006,1.21E+005,1.35E+005
1556,1.14E-001,9.55E+003,1.61E+002,3.55E+001,1.52E+002,1.42E+002,1.46E+001,3.70E-004,2.81E-003,7.12E+002,1.77E+000,1.25E+000,2.36E-009,7.91E-009,8.66E+000,1.18E-001,9.32E+000,1.24E-001,5.01E+001,4.70E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.86E+007,2.28E+004,2.36E+004
1557,8.46E-002,8.98E+003,1.47E+002,8.78E+001,1.75E+002,1.02E+002,1.68E+002,9.82E-004,1.68E-003,6.09E+002,1.12E+000,1.55E+000,5.00E-006,2.12E-009,3.22E+001,9.84E-002,1.11E+001,8.35E-002,5.58E+001,5.17E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.94E+006,2.60E+005,2.36E+005
1558,1.60E-001,1.47E+004,1.98E+002,8.79E+001,8.94E+001,3.47E+001,1.43E+002,5.55E-003,1.47E-003,1.76E+002,8.41E-001,1.39E+000,2.61E-006,8.12E-009,3.23E+001,1.05E-001,2.85E+001,2.36E-002,4.58E+001,1.06E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,8.13E+006,5.04E+001,2.69E+001
1559,5.83E-002,1.68E+004,1.23E+002,3.60E+001,3.95E+001,1.46E+002,1.25E+002,1.67E-003,4.39E-003,4.00E+001,4.70E-001,9.59E-001,6.29E-006,3.93E-009,3.16E+001,4.29E-002,8.59E+001,1.82E-002,4.68E+001,8.26E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.32E+006,3.22E+003,1.08E+001
1560,1.69E-001,1.75E+004,1.70E+002,2.48E+001,3.34E+000,8.88E+000,1.89E+002,2.88E-003,4.78E-003,8.33E+002,1.80E+000,4.85E-001,7.65E-006,5.40E-009,3.10E+001,4.36E-002,6.94E+001,1.25E-001,7.75E+000,1.27E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.59E+006,4.69E+006,1.72E+005
1561,1.18E-001,1.26E+003,1.19E+002,1.75E+002,1.91E+002,1.28E+002,1.95E+001,4.47E-003,3.17E-003,5.35E+002,5.04E-001,1.09E+000,2.71E-006,8.63E-009,1.12E+000,5.91E-003,5.79E+000,3.67E-002,6.32E+001,9.03E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.40E+006,5.29E+004,6.56E+004
1562,1.20E-001,1.30E+004,1.79E+002,1.22E+002,6.54E+001,1.54E+002,3.10E+001,7.08E-004,2.11E-003,3.83E+002,1.41E+000,1.80E+000,5.84E-006,9.64E-010,1.32E+001,1.10E-001,4.14E+001,6.96E-002,9.03E+000,6.89E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.41E+006,9.49E+004,9.01E+004
1563,1.37E-001,1.42E+004,1.34E+002,1.07E+002,1.40E+002,3.80E+001,2.76E+001,8.00E-004,3.73E-004,9.48E+002,1.58E+000,1.20E+000,4.13E-006,4.83E-009,5.13E+000,6.78E-002,4.40E+001,2.24E-002,1.98E+001,1.14E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.88E+007,2.73E+004,3.87E+002
1564,9.36E-002,1.28E+004,5.34E+000,1.24E+002,1.67E+002,8.41E+000,1.40E+002,3.53E-003,1.99E-004,4.42E+002,4.69E-001,1.10E+000,7.82E-006,5.67E-009,2.48E+001,9.01E-002,1.93E+001,1.16E-001,5.36E+001,1.36E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.62E+006,2.34E+001,3.76E+001
1565,6.09E-002,1.59E+003,8.87E+001,1.10E+002,9.31E+001,3.82E+001,6.08E+001,5.34E-003,1.62E-003,9.98E+002,8.74E-001,8.10E-001,1.83E-006,1.99E-009,9.90E+000,1.01E-001,4.43E+001,5.15E-002,3.42E+001,7.72E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,7.02E+006,2.38E+004,5.43E+004
1566,8.05E-002,1.72E+004,1.73E+002,1.80E+002,2.61E+000,6.37E+001,1.57E+002,2.71E-003,2.23E-003,8.01E+002,1.24E+000,1.25E+000,7.86E-006,8.44E-009,1.47E+000,3.49E-002,8.84E+001,1.28E-001,7.72E+001,2.44E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,4.06E+006,5.57E+003,2.33E+003
1567,1.56E-001,1.09E+004,7.07E+001,1.30E+002,1.06E+002,1.47E-001,3.77E+001,5.11E-003,6.90E-003,2.20E+002,6.22E-001,6.57E-002,9.39E-007,5.23E-009,3.46E+001,4.86E-002,4.16E+001,9.16E-002,4.28E+001,5.92E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.44E+007,9.67E+003,1.12E+002
1568,1.72E-001,1.71E+004,6.19E+001,9.11E+001,1.53E+002,1.42E+002,7.00E+001,3.70E-003,2.95E-003,2.26E+002,4.92E-002,2.23E-001,8.73E-006,3.09E-010,2.33E+001,2.63E-002,5.74E+001,2.94E-003,7.58E+001,6.99E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,3.04E+006,3.13E+005,2.87E+001
1569,9.99E-002,1.43E+004,8.38E+001,1.27E+002,1.83E+002,6.37E+001,2.25E+001,6.36E-004,3.59E-003,9.06E+002,1.25E+000,1.68E+000,8.13E-006,8.93E-009,3.09E+001,4.33E-002,1.28E+001,1.29E-001,4.99E+000,6.89E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.03E+007,4.18E+004,4.56E+004
1570,8.91E-002,4.63E+003,5.88E+001,1.33E+002,1.59E+002,1.20E+002,1.10E+002,9.52E-004,5.99E-003,8.21E+002,1.04E+000,1.69E+000,8.76E-006,2.19E-010,4.95E+000,1.14E-001,7.94E+000,6.21E-003,7.02E+001,3.14E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.84E+007,1.19E+005,9.58E+004
1571,7.08E-002,1.50E+004,2.81E+001,1.92E+002,1.74E+002,1.47E+002,1.78E+002,2.75E-003,5.41E-003,2.29E+002,1.39E+000,1.07E+000,6.78E-006,4.12E-009,1.71E+001,9.64E-002,1.24E+001,5.02E-002,3.66E+001,1.28E-001,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.72E+007,5.16E+003,1.44E+002
1572,2.60E-002,6.92E+003,1.86E+002,2.18E+001,1.97E+002,1.45E+002,1.81E+002,4.10E-003,8.80E-004,8.80E+002,9.43E-001,1.20E+000,1.97E-006,2.19E-009,2.46E+001,3.56E-002,5.83E+000,7.52E-002,1.20E+000,1.76E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.32E+007,8.70E+001,3.63E+000
1573,1.36E-001,1.67E+003,8.93E+001,5.68E+000,4.95E+001,6.92E+001,1.87E+002,5.82E-003,1.20E-003,3.58E+002,4.53E-001,1.35E+000,7.85E-006,4.78E-009,3.12E+001,1.12E-001,3.57E+001,5.37E-002,2.62E+001,3.34E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.89E+007,1.17E+002,1.05E+001
1574,4.94E-002,5.26E+003,1.23E+002,9.01E+000,1.99E+002,7.89E+001,1.62E+002,5.84E-003,5.37E-003,7.11E+002,1.58E+000,1.53E+000,2.40E-006,8.34E-009,1.56E+001,8.71E-002,5.44E+001,1.16E-001,1.13E+000,9.07E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.66E+007,7.15E+004,5.62E+002
1575,1.28E-001,1.04E+004,3.14E+001,7.08E+001,8.72E+001,1.77E+002,7.04E+001,3.63E-003,2.42E-003,2.43E+002,1.71E+000,6.17E-003,6.53E-006,4.12E-009,2.56E+001,1.24E-001,4.88E+001,2.38E-002,5.94E+001,7.19E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.32E+007,1.20E+005,1.21E+004
1576,1.44E-001,7.61E+003,1.12E+002,1.76E+002,1.56E+002,3.89E+000,4.39E+001,3.41E-003,4.55E-004,6.22E+002,2.69E-001,1.29E+000,2.51E-006,9.79E-010,2.62E+001,6.62E-002,8.99E+001,7.24E-002,7.49E+001,6.15E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.71E+007,3.83E+001,3.54E+000
1577,1.07E-001,1.22E+003,1.24E+002,1.73E+002,1.35E+002,2.72E-001,1.02E+002,1.09E-005,6.70E-003,8.04E+002,1.23E-001,1.00E-001,4.40E-006,1.16E-009,4.50E+000,7.11E-002,5.97E+001,8.22E-002,2.53E+001,3.65E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.60E+006,5.02E+004,5.10E+004
1578,3.66E-002,8.31E+003,4.32E+001,6.45E+001,9.58E+001,1.48E+002,7.35E+001,5.37E-003,1.56E-003,6.58E+002,1.76E+000,1.55E+000,3.12E-006,6.19E-009,3.63E+001,5.24E-002,3.43E+001,9.79E-002,9.12E+001,6.89E-002,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,2.38E+006,4.79E+004,4.14E+004
1579,1.05E-001,1.89E+003,4.67E+001,1.78E+002,1.29E+001,2.92E+001,1.43E+002,4.57E-003,2.79E-003,1.04E+002,5.37E-001,1.05E+000,6.20E-006,2.56E-009,6.24E-001,7.80E-002,7.15E+001,4.47E-003,4.65E+001,9.55E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.91E+006,4.41E+002,2.99E+001
1580,4.59E-002,3.85E+003,6.62E+001,9.76E+001,3.11E+001,1.17E+002,7.39E+001,5.90E-003,3.53E-003,1.26E+002,1.03E+000,9.53E-002,6.80E-006,6.76E-009,5.72E+000,5.60E-002,3.81E+001,4.42E-002,9.09E+001,4.31E-003,6.30E-005,6.30E-005,6.30E-005,6.30E-005,6.30E-005,1.32E+007,2.63E+001,2.85E+002
